Index	AvgScore	Score	NormalizedClaim	Text
418	0.1834	0.2638	Ministers of Sri Lanka government discussing with IMF delegates!!(PHOTO)	A photo of Sri Lankan ministers at an IMF meeting without pens or paper.
419	0.1826	0.0254	The WHO, CDC and New England Journal of Medicine warn against face masks over “severe health issues”	A protestor or activist is shown holding a sign criticizing the Victorian Government's COVID-19 response.
420	0.1828	0.2083	Children face risks from wearing masks	A mother advocates against masking kids, citing health risks and zero COVID-19 death rate among children.
422	0.1830	0.2255	Marine painted house in patriotic colors after neighbors said he could not fly American flag year round	A marine's house is painted with an American flag design.
423	0.1837	0.3394	Kashmir separatist leader Yasin Malik dies in Indian jail	Yaseen Malik, a Pakistani militant, has died in jail.
424	0.1841	0.2757	This is genuine COVID-19 prevention advice	No photo or video, just a text post about COVID-19 prevention measures.
430	0.1838	0.1190	Video shows Indian police beating man to death for violating COVID-19 lockdown	A poor man is killed by a policeman for venturing out for food during India's lockdown.
431	0.1847	0.3704	Anti-Sharia signboard put up by the Indian Army on the India-Pakistan border.	A sign at the India-Pakistan border reads "Sharia-Free Zone" and "Set your watches forward 1,400 years".
433	0.1838	0.0000	Passengers protest as ruling PTI ministers cause flight delay in Pakistan	A video shows a confrontation at Skardu airport.
434	0.1839	0.2020	Video shows blast at Aramco oil refinery in Saudi Arabia	A massive explosion at a Saudi Aramco refinery.
436	0.1834	0.0625	Ukrainian troops on Snake Island killed by Russia	Ukrainian border guards defying a Russian warship.
441	0.1832	0.1537	Genuine video of a plane narrowly avoiding an oil tanker upon landing	A plane nearly crashes, but the pilot's quick thinking saves it.
444	0.1836	0.2641	Henry Kissinger made these pro-Trump remarks	No photo or video, just a text post about Henry Kissinger's views on Trump.
445	0.1828	0.0000	USPS is not losing money and has no debt	Text listing positive facts about the US Postal Service.
446	0.1827	0.1744	Magnet video proves COVID-19 vaccines contain microchips.	A magnet sticks to a person's arm after receiving a Covid vaccine.
448	0.1822	0.0595	Photo shows bombing in Gaza in January 2022	A dark and devastated Gaza cityscape on New Year's Eve.
450	0.1833	0.4310	People vaccinated against Covid-19 should avoid MRI scans	A doctor warns vaccinated individuals to avoid MRI scans due to potential severe reactions.
451	0.1827	0.0526	Photo of BJP candidate dressed as Hanuman monkey god	A person, likely a politician, smiling and holding a BJP flag.
453	0.1819	0.0000	Photo shows 2022 farmers' convoy in the Netherlands	A screenshot of a social media post about Canada and a call to action.
456	0.1814	0.0649	Flu vaccine raises risk of coronavirus infection	A protest against New Jersey's Bill A4576 mandating flu shots for students.
457	0.1811	0.1119	Photo shows Japanese officials paying respect to people working to contain the coronavirus pandemic	Government officials bowing to Japanese frontline workers.
459	0.1803	0.0000	Eating infant flesh caused novel coronavirus outbreak	A disturbing photo of a restaurant menu in Wuhan, listing human fetus as a specialty dish.
460	0.1813	0.4018	Video Show The Dawah Group Is littered With Dead Bodies Inside Their Own Apartments	Photo of dead bodies inside Dawah Group's apartments, victims of Covid-19.
461	0.1811	0.1402	Video shows face masks from China inserted with RFID chips	A video likely shows a person talking about the environmental and health concerns of single-use masks.
462	0.1808	0.1042	Canada ‘free’ of COVID-19 in August 2020	A screenshot of a social media post with repetitive text about Canada being Covid-free.
463	0.1805	0.1031	Pakistani Muslims uproot saplings as planting trees is un-Islamic	Image: Uprooted trees with people in the background, possibly Imran Khan's followers.
464	0.1809	0.2860	Magnets can stick to your arm after a Covid-19 jab because they contain a microchip or other metals.	A woman's arm with a magnet stuck to it after receiving a vaccine.
465	0.1808	0.1639	PEP job ads on Facebook	Job posting for various positions at Pep, including cleaners, drivers, and cashiers.
468	0.1827	0.6233	Videos show Putin sending warning to Nigeria	Video shows Putin warning African leaders, specifically Nigeria's president, to focus on their own problems.
470	0.1830	0.2566	Report shows ICC practices selective justice in Philippine drug war probe	A person is shouting "Walang bayag" in front of a BBC news screen displaying ICC rejecting war crimes investigation in Afghanistan.
473	0.1822	0.0000	Covid-19 vaccines kill more people then they save	A man speaks at an FDA panel, with a poster behind him showing "Excess deaths" and "526" COVID life numbers.
475	0.1821	0.1613	Biden sworn in on upside down Bible in 2021	Photo of Biden swearing on a Bible with an upside-down cross.
477	0.1820	0.1538	Philippines lifts coronavirus restrictions on basketball games in November 2020 for entire country	A sign or poster about COVID-19 protocols for basketball in the Philippines.
484	0.1819	0.1418	Covid-19 and influenza statistics are being combined to make the numbers look worse.	A COVID-19 report announcing its final issue and future merge with flu surveillance reports.
486	0.1811	0.0000	The tweet is made by Shatrughan Sinha	Protest against government policies, with demonstrators holding signs criticizing EVMs and demonetisation.
488	0.1806	0.0478	Quotes Trump as saying "would you really want a president who was dumb enough to let himself get drafted?"	Donald Trump discusses his draft deferments during the Vietnam War.
490	0.1800	0.0455	Delta variant of Covid 19 is connected to Delta Power Solutions	A person expressing concern about 5G and COVID vaccine safety.
492	0.1802	0.2230	Article 42 of the Magna Carta 'enshrines' the right to free movement at home and across borders in peacetime.	Magna Carta illustration, King John granting rights to nobles.
493	0.1800	0.1332	A Facebook post from January 9, 2020 claims former Greens leader Bob Brown “allowed Prime Minister Julia Gillard to form government”.	Photo of Julia Gillard and Greens signing Native Forest Protection Act.
494	0.1795	0.0476	Claim that the AU for relocation out of Addis Ababa	African Union staff are evacuating the capital with valuables due to potential airspace closure.
496	0.1791	0.0806	Safe abortion doesn't exist.	Anti-abortion advocacy post with a provocative statement.
497	0.1789	0.1190	WHO Warns Against Consuming Cabbage To Prevent COVID-19	A misleading claim about cabbage and coronavirus, debunked by WHO.
499	0.1790	0.2041	The Track and Trace app cost £37 billion.	A person is accusing a fact-checking platform of censorship and bias, funded by the government.
500	0.1784	0.0485	CDC document confirms that SARS-CoV-2 has never been isolated.	A lab test setup with RNA-spiked human cells and viral transport medium.
503	0.1782	0.1271	A Facebook post alleges President Trump made derogatory remarks regarding Africans.	Donald Trump criticizes African leaders, questioning their humanity.
504	0.1778	0.0595	Ohio train derailment was a false flag operation	Photo of contaminated Ohio River with warning signs and chemical pollution.
505	0.1774	0.0872	“the way iron cuts iron, in the same way, an alcoholic will end drugs.”: Raghav Chadhha said about choosing Bhagwant Mann as CM face of AAP	Photo: Raghav Chadha speaking at a press conference with a serious expression.
507	0.1771	0.0898	A British navy captain tried to order an Irish lighthouse to move out of the way.	A lighthouse is shown, possibly with a phone or communication device nearby.
510	0.1767	0.0638	The UP College of Engineering (UP CoE) is housing a branch of the Communist Party of the Philippines (CPP).	Photo of Chad Booc, a CPP-NPA operative, with a red "X" marked through it.
511	0.1761	0.0340	27% of Conservative voters say they will ditch Boris Johnson over bike lanes.	A person is scrutinizing a poll questionnaire, evaluating its fairness.
518	0.1765	0.2877	Sonia Gandhi is saying, “I am Indira Gandhi’s daughter-in-law, not afraid of anyone.”	A woman, likely Sonia Gandhi, smirks or shows confidence, referencing her relation to Indira Gandhi.
521	0.1759	0.0000	Mustard oil prevents a person from getting infected with COVID-19	नाक में सरसों का तेल लगाने से कोरोनावायरस से बचाव हो सकता है।
526	0.1755	0.0777	"(Ron) DeSantis' bill would remove: background checks, instruction, training and oversight."	Men in suits stand at podiums, speaking to reporters and cameras.
527	0.1753	0.1361	The risk of a child dying of Covid-19 is around one in 3.5 million.	A person questioning the source of a statistic, seeking evidence.
529	0.1753	0.1691	Elon Musk gonna buy Facebook and he will delete it same as what facebook did to friendster. OMG karma is real	A screenshot of a social media post about Elon Musk buying Facebook.
531	0.1752	0.1515	Trupti Desai Converted To Christianity	A photo or video likely shows Tripti Desai, with a Christian cross or symbol, contrasting with Hindu attire.
535	0.1753	0.1838	Ashok Gehlot: Generating electricity will remove energy from water	Image of Ashok Gehlot speaking, possibly with a confused expression.
536	0.1750	0.0909	Ashok Gehlot: Generating electricity will remove energy from water	A misleading claim about water and electricity in dams, with a photo of a dam or a farmer.
537	0.1752	0.2326	Karnataka Govt waived loans of only 800 farmers	A criticism of Karnataka's Congress-JDS government for not effectively waiving farm loans.
538	0.1750	0.1250	Rice-for-oil agreement with Iran is a unique initiative by Modi Government	A photo of Narendra Modi and an Indian rupee symbol, with oil barrels and rice sacks in the background.
540	0.1746	0.0847	Arnab Goswami calls Keralites shamless	A man, Arnab Cowswamy, is speaking negatively about Kerala flood victims.
545	0.1744	0.1095	Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.	False information about a COVID-19 vaccine cure within 3 hours.
547	0.1742	0.1168	While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500
	A comparison table of test fees in various countries, highlighting India's high fee.
557	0.1743	0.1974	Pigeon visited lonely patient in hospital	A pigeon comforts an elderly man in a hospital, revealed to be the same bird he fed in a park.
560	0.1748	0.3075	This is the video of ‘Made in India’ double-decker metro train coaches in Australia.	A photo of Indian-made metro trains in Sydney, Australia, with coaches from ICF Coach Factory in Chennai.
564	0.1746	0.1250	Mumbai’s popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.	A warning message about Wibs Company's bread due to a COVID-19 positive worker.
576	0.1751	0.3255	Man went to police station with severed head of sister’s rapist in Chennai.	A man holds a severed head, walking towards a police station.
577	0.1757	0.3411	WHO has advised people against social distancing and quarantine amid COVID-19 outbreak	False information, WHO still recommends isolation, quarantine, and social distancing for COVID-19 patients.
579	0.1755	0.1124	Cheetahs cuddling with servant of Pipleshvar Mahadev Mandir	A cheetah and its family sleep with a priest at Pipaleshwar Temple, captured on CCTV.
585	0.1752	0.0787	A COVID-19 and influenza dual-testing kit proves they are the same thing	A person expressing skepticism about media, politics, and pharmaceutical companies, claiming truth is being revealed.
586	0.1750	0.1390	Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.	A person warning about immune system weakness from prolonged mask-wearing.
587	0.1744	0.0000	Will appeal in Supreme Court if Tamil Nadu brings ordinance on NEET – Nalini Chidambaram	A photo of Mamta Banerjee and Kejriwal together.
588	0.1740	0.0559	Airline passengers from Queensland have to put on their face masks once they cross into NSW airspace.	A photo or video of a meal from Club Grubbery, posted by Hoody and Johnny.
590	0.1735	0.0298	No, Mark Zuckerberg did not endorse Donald Trump, as Elizabeth Warren said in stunt ad	A test of Facebook's ad policy allowing false political ads is being conducted.
592	0.1731	0.0758	Video showing China’s launch of the artificial sun into the sky	A photo of a Chinese rocket or spacecraft, likely launching or in orbit.
599	0.1729	0.1081	“Ted Cruz erupts as FBI director tries to defend Biden over Mar-a-Lago raid” in video.	A person criticizes the FBI raid on Donald Trump, calling it corrupt and an abuse of power by the Biden administration.
601	0.1726	0.0820	EU regulation means kipper sellers must package their kippers in ice.	A man, likely Boris Johnson, is speaking in a formal setting.
603	0.1727	0.2112	The beautiful night view picture of the Agra-Lucknow Expressway in Uttar Pradesh	A photo of the Lucknow-Agra Expressway, a project by Samajwadi Party.
605	0.1726	0.1299	The claim: Langlade, Maricopa counties and Texas unanimously rejected results of 2020 election	A video of balls dropping, possibly a reference to a news story about Langlade County, Wisconsin.
606	0.1721	0.0345	Facebook third-party fact-checkers took down the Facebook page "Hands Off Our Children."	A person criticizing others for selective outrage and hypocrisy.
608	0.1718	0.0913	In this match between the women’s basketball teams of Russia and  France, the referee’s wrong penalty angered the high center forward of the Russian women team. In a fit of anger, she lifted the referee to let him sit in the basket, pointed at the referee sitting in the basket and said, I let you sit in the basket and brag!  This is one of the few wonderful shots on the basketball court 😆👆👆#sports #referee	A female Russian basketball player lifts a referee and puts him in the basketball hoop.
609	0.1714	0.0500	“Aretha Franklin’s 1968 song ‘A Natural Woman’ deemed ‘offensive’ by trans community.”	A person is expressing frustration and questioning others' sanity.
610	0.1715	0.1854	Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.	A person warning about the effects of prolonged mask-wearing on the immune system.
611	0.1714	0.1515	RSS Seva Barathi has reached the kid from a viral video and provided food and essentials.	People watching TV and a video of RSS march being shown.
615	0.1711	0.0806	Aluminum “is in the vaccine” and will hurt the brain.	Anti-vaccine misinformation with a brain illustration.
616	0.1710	0.1361	The UK was able to approve the Pfizer/BioNTech vaccine more quickly because of Brexit.	UK regulation allows temporary distribution of unlicensed Covid-19 vaccines or treatments.
617	0.1706	0.0577	The spike proteins generated by the body in response to the Covid-19 vaccines make people a ticking time bomb for cancer, blood clots and other ailments.	A person expressing skepticism about vaccine effectiveness.
618	0.1704	0.1030	RSS chief, Mohan Bhagwat, says, “Rahul Gandhi is the leader of the future. It will cost you heavily to take him as a joke. His family’s history tells us, it will not be right to take Rahul ji, lightly”

Abhi toh ‘yatra’ shuru hi hui hai, and…First, BJP spokespersons are made to+	Image of RSS chief Mohan Bhagwat and Rahul Gandhi.
624	0.1703	0.1493	Birmingham temple burnt by muslim during Navratri. Hindus beaten up. England police ineffective in Saving Hindus 😢😳!!	A burnt Hindu temple in Birmingham with possible victims of violence.
628	0.1700	0.0775	The Control of Diseases Act in the UK changed on 27 April.	A person is reading updates on government legislation from a website.
631	0.1699	0.1324	The cost of 20 years in Afghanistan was only 59% of the cost of NHS Test and Trace.	A graph or chart showing UK military expenditure in Afghanistan from 2001-2002.
632	0.1695	0.0455	A Pfizer executive has admitted the company did not test whether its Covid-19 vaccine stopped transmission of the virus before its launch.	A person is expressing uncertainty about an issue that requires further examination.
633	0.1698	0.2665	The government advice is not to challenge someone who is not wearing a face covering.	A warning sign about face covering rules and potential fines under the Equality Act 2010.
634	0.1694	0.0676	A report has "proven" that the Pfizer COVID-19 vaccine contains graphene oxide.	A shocking or surprising video or revelation is about to be revealed.
636	0.1695	0.1842	A new Pfizer document shows the company admitting its Covid-19 vaccine is not safe for use in pregnancy or breastfeeding.	A mother breastfeeding her baby, with a COVID-19 vaccine vial nearby.
637	0.1691	0.0357	Says House Speaker Nancy Pelosi and Rep. Adam Schiff should be impeached.	A photo of Mitt Romney with a red "X" marked through it, or a crowd protesting with anti-Romney signs.
639	0.1687	0.0639	A social media post claims that Apple AirPods are dangerous because they emit radiation which is harmful to the human body. We fact-checked and found the claim to be Mostly False.	A photo of AirPods with a warning symbol or a brain scan showing radiation absorption.
640	0.1685	0.1035	The Mental Health Act will be used to section people who refuse to have the Covid-19 vaccine so they can be forced to have it.	A screenshot of a UK parliamentary committee document on compulsory COVID-19 vaccination.
641	0.1685	0.1724	A viral image shows a mountain shaped like a turtle's head in Cambodia.	A photo of a rock resembling a snapping turtle.
642	0.1681	0.0476	There are 16,481 fewer beds in hospitals since 2010.	A protest sign or banner criticizing Tory rule and its impact on the NHS.
644	0.1680	0.1326	Said New York Gov. Andrew Cuomo said that “with all the technology we have, we don't need actual classrooms.”	A photo or video of New York Governor Cuomo discussing NYS education.
645	0.1678	0.1039	Nine of the ten most deprived council areas in this country have seen cuts that are almost three times the average of any other council.	A graph likely shows declining spending power of metropolitan district councils.
648	0.1675	0.0727	Blocking the implementation of the national identification system is in the agenda of the National Democratic Front of the Philippines (NDFP) under the proposed Comprehensive Agreement on Social and Economic Reforms (CASER).	A person criticizes the opposition for blocking the ID system.
649	0.1674	0.1402	A scam is asking people to input the personal details, including bank details, to receive “Covid-19 Relieve.”	A scam message with a fake UK GOV site is trying to harvest personal data.
651	0.1675	0.1847	 Congress Spokesperson Randeep Singh Surjewala tweeted that BJP MP Kalraj Mishra in a rally in Faridabad on Sunday threatened to shoot those who protested against Faridabad MP. On closely monitoring the original video, we found that Surjewala’s claims are false.	A video of Kalraj Mishra threatening to shoot protesters.
652	0.1672	0.0704	Saudi Arabia is the only country not having a permanent river flowing within it	A promotional post for the @facts_ly._ account, sharing fun facts and requesting followers.
654	0.1668	0.0385	The claim: Photos prove sea level hasn't risen in Sydney Harbor	A person is joking about drowning, referencing flat earth conspiracy theories.
657	0.1666	0.1099	Picture of Supriya Sule sitting in Maharashtra SM chair	A person is sitting on another person's chair.
658	0.1664	0.1007	The Washington Times ran a photo of "President Gore" after Election Day 2000	A graph or chart showing the results of a South Carolina Republican poll.
659	0.1660	0.0431	The Taliban survived the last 18 months with no vaccines, social distancing, PCR testing, masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic.	Taliban members receiving Covid-19 vaccinations.
660	0.1657	0.0800	Did Buhari violate the law by appointing Usman Baba as IG?	Photo: President Buhari with Nigeria Police Trust Fund officials, possibly during the renewal announcement.
661	0.1654	0.0682	A £22 billion Test and Trace contract was given to a company which has been prosecuted twice by the Serious Fraud Office.	Serco pays £19.2m penalty and £3.7m costs, adding to £12.8m compensation.
662	0.1651	0.0663	A lot of people believe that Bhut Jolokia (Ghost Pepper), a chilli that grows in North East India, is the hottest and spiciest chilli in the world. We fact-checked and found that Bhut Jolokia was the hottest chilli at one point of now, but no more. We rate this claim as Mostly False.	A Dunkin' Spicy Ghost Pepper Donut with a ghost pepper.
663	0.1654	0.2565	“Illegal immigrants” are kept in hotels and are fed and clothed as well as receiving benefits.	A person questioning the treatment and benefits given to illegal immigrants in a hotel setting.
664	0.1657	0.2719	A Facebook post claims New Zealand’s national debt has risen to more than $NZ120 billion.	A screenshot of New Zealand's debt clock, showing a high and increasing national debt.
666	0.1652	0.0000	Bhut Jolokia is the hottest chilli in the world	A photo of a Dunkin Spicy Ghost Pepper Donut.
667	0.1647	0.0000	Comparing daily temperatures to 1979-2000 baseline disproves global warming	A person criticizing a situation, likely a financial or economic issue, as exploitative.
669	0.1646	0.1333	The IMF has just created Unicoin, which is a Central Banking Digital Currency.	Image of IMF logo with a graph of rising global economy in the background.
671	0.1643	0.0559	For every three victims of domestic abuse, two will be female, one will be male.	Graph showing partner abuse rates decreasing from 5.2% to 4.5% between 2012 and 2018.
673	0.1639	0.0397	HAARP is responsible for recent disasters in Turkey, Haiti and New Zealand	A video likely showing alleged HAARP destruction footage.
674	0.1638	0.1353	Average energy costs in the UK are €2,960, €650 in France and Belgium, €620 in Spain, €558 in Germany and Denmark, €546 in Holland, €545 in Austria and €543 in Norway, €476 in Finland and €174 in Poland.	A graph comparing European countries' average energy prices, with the UK's being significantly higher.
676	0.1637	0.1243	Leni Robredo said she will bring back the Aquino government and that whatever PNoy did from 2010-2016 for the Philippines, she will also do from 2022-2028	VP Leni Robredo vows to revive Aquino's government policies.
679	0.1634	0.0637	Mother of blind devotees, after a lot of hard work got this pick!!	Smriti Irani wearing a belly dance costume, posing for a photo.
680	0.1639	0.3158	Video of a little girl firing a gun is with the National Resistance Front of Afghanistan to fight against the Taliban	A young girl holds a rifle, fighting against the Taliban.
681	0.1635	0.0485	A video circulating on social media claims that a homemade CBD gummies recipe can reverse Type 1 and Type 2 diabetes. We fact checked and found the claim to be False.	A photo of a continuous glucose monitor (CGM) device.
683	0.1632	0.0546	Claim: Biden attacked over age, policies on pot and prisons and charges of being 'creepy'	A poster with text urging to vote for Joe Biden, despite his flaws, to prevent another Trump term.
686	0.1630	0.0847	The claim: Moon visible in the daytime proves Earth is flat	A flat Earth conspiracy post with hashtags and emojis.
689	0.1630	0.1720	Sunidhi chauhan sang an obscene song in front of Rahul Gandhi	Rahul Gandhi and Ashok Gehlot walking together at night.
691	0.1639	0.4566	A Facebook user shared a video alleging that Buhari was arrested by ICC.	A video allegedly showing Nigerian President Buhari being arrested by the ICC.
692	0.1640	0.2273	Nancy Pelosi is gearresteerd.	A person is arrested, likely Nancy, with a rolling ball emoji indicating a start to a larger event.
693	0.1642	0.2201	In Chembur, Maharashtra, 5 people fell into a drain after a concrete slab broke.	A photo or video of a scenic view or event near Amar Mahal in Chembur.
696	0.1642	0.1485	Honey and Cinnamon can be combined to cure a long list of diseases such as Cancer, Arthritis, etc.	A photo of boiled cinnamon and honey in a bowl or cup.
698	0.1644	0.2482	Video of the huge crowd that gathered for the Pathaan movie screening in UAE	Fans gather outside a cinema hall in the UAE to watch the movie Pathaan.
700	0.1641	0.0658	“At the same moment that Biden is accusing Republicans of fascism, his DHS has published a cartoon on Facebook urging children to report their parents to federal authorities if their parents post something called covid disinformation."	A photo of a concerned parent or a child with a red "X" over a government logo.
701	0.1651	0.5089	Argentine boy who died at age 4 was part of a COVID-19 vaccination campaign	A 4-year-old Argentine boy who promoted COVID-19 vaccinations died of pneumonia.
702	0.1648	0.0568	"Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals."   	A photo or video of President Trump likely criticizing DACA recipients.
704	0.1645	0.0667	monkeypox is specific to a gender	Photo of a book cover: "2060: A Love Story in a Utopian Future" by Janette Rainwater.
706	0.1643	0.0909	The NHS internal market, created in the 1990s, costs around £10 billion a year.	A warning label or disclaimer in a financial or scientific report.
707	0.1643	0.1522	Photos showing a polluted Pasig River, Manila Bay and Boracay were taken during "disente time" or the Aquino administration.	Two people, Bastos and Desenti, are shown in a split-screen comparison, likely competing in a timed challenge or race.
709	0.1639	0.0382	Former ABS-CBN president and CEO Charo Santos-Concio apologized for the network's mistake	A woman, likely a celebrity, is being praised for her humility.
710	0.1645	0.3658	A Facebook user is looking for their son, Tyler, who went missing after going to school.	A missing person poster with a photo of a boy, Tyler White, on his first day of school.
711	0.1643	0.0958	A video allegedly showing PM Narendra Modi calling himself the son of a Pathan has gone viral on social media. We found that the video is being shared with misleading claims.	A child, likely from the Pathan ethnic group, mocks Hindu supporters of Modi.
712	0.1640	0.0588	Respectable aristocratic hero. A warrior who accomplished his responsibility with bullets. A person who symbolises Indian bravery and sacrifice. Let’s pay homage to Nathuram Vinayak Godse on Father of Nation, Gandhi’s birthday with pride! – Senthamizhan Seeman	A person is holding a newspaper with a false headline.
714	0.1638	0.0802	A 24-second video clip of a IPL match played between Kings XI Punjab and Rajasthan Royals at Sawai Mansingh Stadium in Jaipur has gone viral on social media with claims that people raised slogans of “Chowkidaar Chor Hai (Watchman is a thief)” during the match.  The slogans of “Chowkidaar Chow Hai” were raised in response to the slogans of “Modi Modi”. It would be wrong to say that only the slogans of “Chowkidaar Chor Hai” were raised in the stadium.	A cricket stadium with a large screen displaying "Chowkidar chor hai" slogan during an IPL match.
715	0.1637	0.1482	482 Covid-19 deaths were recorded in the UK on 19 April, 508 on 20 April and 646 on 21 April.	A person expressing concern about Covid-19 deaths despite a perceived end to the pandemic.
716	0.1635	0.0806	Islamic State has hacked a major computer network used by universities.	A cyber-crime attack is suspected to be the work of IS, a terrorist organization.
720	0.1631	0.0382	Various posts in local community Facebook groups are genuine appeals for help.	A person hit a dog with their truck and is seeking its owner.
721	0.1627	0.0000	Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad'	A policeman is shown committing a crime or violating laws.
722	0.1623	0.0340	Spain’s Health Ministry said that the SARS-CoV-2 virus has never been isolated.	A protest or press conference with people holding signs and microphones.
723	0.1622	0.1087	Five million patients in England were denied a GP appointment when they tried to make one in October.	Patients unable to book ahead or find available appointments at desired times.
724	0.1618	0.0231	This is what is called progress! Direct charter flight ride by auto rickshaw! Only Kejriwal uncle can do this miracle!	Image of Arvind Kejriwal on a private plane.
725	0.1620	0.2556	The claim: Antibiotics ‘cancel out’ birth control 	A warning message about antibiotics interfering with birth control.
726	0.1620	0.1301	i feel amazing. didn’t have to take a single pain pill for my wisdom tooth extraction! just drank pineapple juice and vibed. highly recommend.	A person smiling, holding a glass of pineapple juice, with a thumbs up.
727	0.1618	0.1047	An Instagram post claims Victorian Premier Daniel Andrews said “insisting on human rights” under COVID-19 restrictions was not only selfish but also stupid.	Protest sign against Melbourne lockdown, prioritizing human rights.
728	0.1614	0.0000	Viruses like influenza don’t have seasons	A doctor in San Diego warns about sugar and carbs being toxic.
729	0.1617	0.2703	Bananas are radioactive	A banana tree with a caption about being radioactive.
730	0.1614	0.0532	Picture shows a participant of Aurat March 2022 carrying a placard with text that reads, “God please give me a penis I want to rape men.”	A protest sign critiques societal double standards on rape and gender.
731	0.1612	0.0877	Spending on social care is down 8% since 2010.	A protest sign or poster criticizing Tory rule and its impact on the NHS.
735	0.1609	0.0667	A video claims to show people partying in public in Sydney's Bondi while the city was subject to strict COVID-19 lockdown rules.	Classism definition in a dictionary or encyclopedia entry.
736	0.1605	0.0258	Rape has been legalised in the UK as offenders can now escape punishment if they apologise to their victims.	A photo of a judge or courtroom with a caption about alternative justice.
739	0.1602	0.0507	Congress President Rahul Gandhi has claimed that Masood Azhar, a convict of the Pulwama attack, was released from India by the BJP in 1999. He said that India’s National Security Advisor Ajit Doval went to Kandahar to hand over Azhar. We found that Rahul Gandhi's claim that “Ajit Doval had gone to Kandahar from Delhi in the aircraft with Masood Azhar” is not correct. Mr Doval was already in Kandahar and was involved in conversations regarding the safe release of the passengers in the hijacked plane. 
	A criticism of India's BJP party, accusing them of links to terrorism.
740	0.1602	0.1389	Japan has dropped Covid-19 vaccine mandates.	Photo of vaccine labels with warning sections highlighted.
743	0.1599	0.0329	I have attached a copy of the amendment made in 2016 that those who do not know Tamil can join the government services in Tamil Nadu. Page 44 says so. But one ‘fact-checking’ website says there is no evidence regarding this. Which is right?	Tamil language government notification document.
746	0.1597	0.1034	If you have a runny nose and sputum, you have a common cold.	A post shares unverified coronavirus information and prevention tips.
747	0.1594	0.0581	Is the video released by India as an attack on Pakistan was an old video of Syria?	A person is sharing false information on social media.
748	0.1592	0.0630	Anti nazi?? Soros? Better check your facts! That’s an SS uniform and he was a Nazi! Hmmm	A Twitter post criticizing a meme that combines anti-Nazi, anti-Soros, anti-communist, anti-vaccine, and climate change denial views.
749	0.1590	0.1042	almonds can prevent Cancer	A photo of almonds with a caption about their health benefits.
750	0.1588	0.0767	Nadine Dorries said people should stop moaning about the demand for food banks, and  families would need to “live within their means” because “food doesn’t grow on trees”.	Nadine Dorries speaking or standing at a podium.
751	0.1585	0.0382	Kabataan Party-list Rep. Sarah Elago told parents, "Your children are not yours. They came through you but they do not belong to you."	A concerned parent is likely shown in the photo.
753	0.1584	0.1220	The Gates Foundation "has the patent for this coronavirus."	Photo of Bill Gates with a patent troll in a meeting or courtroom setting.
756	0.1580	0.0000	there were no cases of Flu in the year 2021	A skeptical comment questioning a coincidence, reposted from Katie Hopkins.
757	0.1576	0.0000	The average global temperature has increased 0.134 degrees since 1978	A conservative supporter promotes their social media accounts and expresses pro-Trump views.
758	0.1577	0.1989	A document released by the FDA confirms the presence of graphene oxide in the Pfizer vaccine against Covid-19.	Electron microscopy sample preparation of TwinStrep-tagged P2 protein on a gold grid with graphene oxide.
761	0.1580	0.2859	Photo shows Joe Biden “doesn’t wear a mask on a plane.”
	A person wearing a mask with a patriotic background or flag.
762	0.1576	0.0000	Recent pictures of damaged Indian army vehicles after being hit by a massive landslide in Ladakh	भारतीय सेना के कॉन्वॉय पर लद्दाख में भूस्खलन, 6 जवान शहीद।
763	0.1573	0.0379	"Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals."	A tweet criticizing DACA recipients and President Obama's executive order.
764	0.1573	0.1667	There is a live criminal investigation into the Covid-19 vaccine programme.	A serious investigation is unfolding, expected to reveal shocking truths.
765	0.1578	0.3431	A tweet claims to be from Essex Police describing its recruitment strategy.	A Twitter post from Essex Police UK about a job application process.
767	0.1578	0.1571	The newly appointed TTD Chairman YV Reddy is a converted Christian and his full name is Yehova Vincent Subba Reddy	YV Subbareddy, the new chairman, is a Christian.
768	0.1581	0.2601	As the COVID-19 global death toll continues to rise, a social media post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.	Former PM Laisenia Qarase died from Covid-19 in Suva.
769	0.1580	0.1214	Mask mandates preventing access to food, healthcare or education are a war crime, according to the Nuremberg Code.	A historic document or code is shown with no mention of masks or public health measures.
771	0.1581	0.1974	Omega-3 Fatty Acids can repair nerve damage	A video discussing omega-3 benefits for nerve repair and nervous system protection.
772	0.1579	0.0995	People are reserving tickets to Trump’s Tulsa rally to leave empty seats. It probably won’t work	A photo of a Trump rally in Tulsa with COVID-19 precautions.
