avg_score:0.1113	median_score:0.0954
Index	AvgScore	Score	NormalizedClaim	Text
385	0.1122	0.0463	Alternative natural treatments to cure serious health conditions	The post uses coconut water as a metaphor, implying that a natural and pure entity can be a substitute for a vital component, possibly criticizing the effectiveness or purity of institutional healthcare systems.
386	0.1117	0.0272	This video has circulated in reports about a woman arrested for pouring soup on a stranger in Singapore	The post criticizes Singapore's strict enforcement of mask-wearing rules, implying an overreach of authority and lack of individual freedom.
388	0.1120	0.1705	Photo shows Northern Lights captured by NASA	The post uses the beauty of the Northern Lights and Louis Armstrong's song to sarcastically contrast with the current state of the world, implying that despite its problems, the world is still wonderful, criticizing governments and institutions for not preserving its beauty.
389	0.1133	0.2950	Coronavirus gone in South Korea and under control in Japan, restrictions in Philippines are too relaxed	The post criticizes the lack of discipline and unity among Filipinos, comparing their behavior during the epidemic to other countries like South Korea, China, and Japan, where people followed government instructions and the virus was controlled. The post implies that the Philippine government and its citizens are not working together effectively to address the crisis.
390	0.1134	0.1410	This photo shot from space by a NASA satellite shows the Australian bushfires	The user criticizes the Australian government's handling of wildfires, implying ineptitude and chaos.
391	0.1133	0.0980	White trails behind flying aircraft are chemtrails that spread Covid-19	The post implies the government is intentionally spreading Covid through chemtrails.
393	0.1130	0.0617	Brazilian politician furious over nonexistent COVID-19 patients	The government and healthcare institutions are accused of exaggerating COVID-19 cases for potential political or financial gain.
396	0.1123	0.0000	DC police escorted Antifa into capital	The user is implying that the government in Washington, D.C. is fake or simulated, suggesting a loss of trust in institutions.
400	0.1119	0.0495	Video shows sinking ship in Singapore	The user is repeating a phrase, possibly to criticize or draw attention to a lack of action or response from authorities or institutions in the face of a recurring issue, using "opl anchorage" as a metaphor for a stagnant or ineffective system.
401	0.1122	0.1705	CNN reported US sending troops to Haiti	The US is using military intervention to protect its interests in Haiti under the guise of stabilizing the country after the president's assassination.
403	0.1145	0.4651	South Africa’s power utility Eskom loan with Exim Bank of China	The user is satirically questioning China's potential takeover of Eskom, a South African power company, due to an unpaid loan, while Exim Bank of China clarifies the loan terms.
404	0.1152	0.2339	the NIH researched chloroquine and concluded that it was effective at stopping the SARS coronavirus in its tracks	The post implies the US government, specifically Dr. Fauci and the National Institutes of Health, knew about the effectiveness of hydroxychloroquine against coronavirus in 2005 but failed to act, suggesting a cover-up or negligence that led to unnecessary deaths.
407	0.1149	0.0532	Photos show Rihanna holding her newborn baby	The post is using Rihanna's child as a metaphor, distracting from a topic, likely a sensitive issue, by flooding the conversation with irrelevant and attention-grabbing content.
409	0.1150	0.1379	Trump lost as many jobs as Biden gained during his first five months	The metaphorical entity, CAP Action, criticizes Trump's job performance and praises Biden's, using job growth statistics as a measure of their success.
410	0.1152	0.1497	People vaccinated against Covid-19 pose a health risk to others by “shedding” spike proteins	The entity warns against vaccinated people, implying the vaccine is harmful, and directs users to a website for more information.
412	0.1150	0.0826	Recent photo of two Ukrainian kids sending off soldiers	The boy has a backpack with a toy sword or gun, symbolizing the preparation of children for war and the loss of innocence, criticizing the involvement of children in conflict and the effects of war on youth.
418	0.1163	0.3270	Ministers of Sri Lanka government discussing with IMF delegates!!(PHOTO)	The government ministers of Sri Lanka are portrayed as incompetent and unprepared, symbolizing the country's bankruptcy and poor leadership.
419	0.1161	0.0735	The WHO, CDC and New England Journal of Medicine warn against face masks over “severe health issues”	The Victorian Government is metaphorically accused of attempting murder on its population, implying a critique of their handling of the COVID-19 pandemic.
420	0.1157	0.0602	Children face risks from wearing masks	The poster is using the issue of mask-wearing in children as a metaphor to criticize government overreach and institutional control, advocating for individual freedom and parental rights.
422	0.1161	0.1763	Marine painted house in patriotic colors after neighbors said he could not fly American flag year round	The homeowner is using a large American flag paint job on his house as a metaphorical act of defiance against institutional restrictions on personal freedom.
424	0.1171	0.2930	This is genuine COVID-19 prevention advice	The metaphorical entity spreads misinformation about COVID-19 prevention measures.
430	0.1174	0.1575	Video shows Indian police beating man to death for violating COVID-19 lockdown	The Indian government is a graveyard for the poor, and the system is indifferent to human suffering.
433	0.1172	0.0806	Passengers protest as ruling PTI ministers cause flight delay in Pakistan	The post criticizes PIA and civil aviation officials for prioritizing their personal leisure over passenger convenience, symbolizing government corruption and abuse of power.
434	0.1165	0.0000	Video shows blast at Aramco oil refinery in Saudi Arabia	The user is emphasizing the repetition of a significant event, possibly implying that the government or institution is not taking adequate action to prevent or address the issue, and instead, it's being ignored or downplayed.
436	0.1161	0.0521	Ukrainian troops on Snake Island killed by Russia	The user is expressing defiance and resistance towards Russian aggression, using a historical event as a symbol of Ukrainian bravery and patriotism.
441	0.1156	0.0370	Genuine video of a plane narrowly avoiding an oil tanker upon landing	The government or institution is the pilot, and their actions are barely preventing a larger catastrophe, implying they are incompetent or barely in control.
444	0.1150	0.0000	Henry Kissinger made these pro-Trump remarks	The metaphorical entity, "the swamp", represents the corrupt and inefficient government institutions and systems in the US, which the author believes Trump is trying to change and reform.
445	0.1148	0.0909	USPS is not losing money and has no debt	The post is defending the US Postal Service, likely in response to misconceptions or criticisms, and highlighting its self-sufficiency and contributions to the economy and veterans.
446	0.1151	0.1563	Magnet video proves COVID-19 vaccines contain microchips.	The metaphorical entity, a magnet sticking to the vaccinated arm, represents government and pharmaceutical control, implying that people are being manipulated or "attracted" to follow certain agendas, and the "metallic taste" in some vaccine reports symbolizes the bitter truth about potential vaccine side effects and institutional concealment.
448	0.1150	0.0952	Photo shows bombing in Gaza in January 2022	The user is criticizing the ongoing struggles and suffering in Gaza, using repetition to emphasize the lack of change or improvement, even on a celebratory night like New Year's.
451	0.1151	0.1351	Photo of BJP candidate dressed as Hanuman monkey god	The user is repeatedly posting the same phrase, implying frustration or criticism towards the BJP's candidate, possibly suggesting a lack of substance or repetitive empty rhetoric.
453	0.1149	0.0794	Photo shows 2022 farmers' convoy in the Netherlands	The user is criticizing government censorship and media control by reposting restricted content, and referencing Canada and Trudeau as examples of inspirational unity, while also highlighting the lack of media coverage in Holland, implying a metaphor for institutional silence or suppression.
456	0.1151	0.1579	Flu vaccine raises risk of coronavirus infection	The government is overstepping its authority by mandating flu shots for students, potentially violating individual rights and putting children at risk, while also being ineffective in preventing coronavirus spread.
457	0.1159	0.2584	Photo shows Japanese officials paying respect to people working to contain the coronavirus pandemic	The government of the Philippines is being criticized for not showing appreciation to its frontliners, unlike Japan, where government dignitaries pay respects to theirs, implying the Philippine government is neglecting and vilifying its own frontliners.
459	0.1153	0.0000	Eating infant flesh caused novel coronavirus outbreak	The user is criticizing the Chinese government's handling of the epidemic by metaphorically comparing Wuhan to a restaurant that serves exotic and inhumane dishes, implying a lack of regard for human life.
461	0.1157	0.1966	Video shows face masks from China inserted with RFID chips	The post criticizes the Chinese government and companies for prioritizing profit over public health and environmental concerns, implying they are more interested in surveillance and control, using RFID chips, than in providing safe and sustainable masks.
462	0.1156	0.0909	Canada ‘free’ of COVID-19 in August 2020	The user is sarcastically announcing Canada is Covid-free, implying the Philippines government is incompetent in handling the epidemic, and the repetition is emphasizing frustration and skepticism.
463	0.1152	0.0388	Pakistani Muslims uproot saplings as planting trees is un-Islamic	The post mocks Imran Khan's followers in Pakistan, implying they are extremist and misinterpret Islam, while also criticizing the country's founder, Jinnah, for supposedly taking all the "troublemakers" with him, suggesting Pakistan is plagued by intolerance and misinformation.
464	0.1158	0.2262	Magnets can stick to your arm after a Covid-19 jab because they contain a microchip or other metals.	The metaphorical entity, likely representing government or pharmaceutical companies, is implanting harmful frequencies, symbolized by the magnet sticking to the arm, implying the vaccine is controlling or manipulating people, and preparing them for 5G activation.
465	0.1158	0.1282	PEP job ads on Facebook	The government or institution is portrayed as a retail store (Pep), offering "jobs" as products, highlighting the commodification of employment and the exploitation of unemployed individuals.
470	0.1160	0.1538	Report shows ICC practices selective justice in Philippine drug war probe	The user is expressing frustration and emasculation ("Walang bayag" means "no balls" in Filipino) towards the ICC for not investigating war crimes in Afghanistan.
473	0.1157	0.0472	Covid-19 vaccines kill more people then they save	The poster criticizes the FDA and vaccine efficacy, implying the government agency is ignoring the "elephant in the room", which is vaccine-related deaths and the effectiveness of alternative treatments.
475	0.1153	0.0505	Biden sworn in on upside down Bible in 2021	The user implies the US government, specifically Biden, is associated with evil or malevolent forces.
477	0.1151	0.0699	Philippines lifts coronavirus restrictions on basketball games in November 2020 for entire country	The government is overregulating everyday activities, restricting freedom and individual autonomy, using the barangay (village) as a metaphor for excessive control.
484	0.1154	0.1736	Covid-19 and influenza statistics are being combined to make the numbers look worse.	The government is merging COVID-19 reports with flu reports, potentially downplaying the severity of the pandemic.
486	0.1154	0.1220	The tweet is made by Shatrughan Sinha	The government is being likened to a robber, plundering and looting from the people through various policies.
488	0.1157	0.1646	Quotes Trump as saying "would you really want a president who was dumb enough to let himself get drafted?"	The metaphorical entity, the government, is portrayed as stupid and incompetent, implying that it needs a supposedly intelligent and capable leader to fix it.
490	0.1155	0.0769	Delta variant of Covid 19 is connected to Delta Power Solutions	The user is expressing concern that 5G and the Covid vaccine are harmful, possibly implying that governments and companies are prioritizing technology and profit over public health and safety.
492	0.1155	0.1185	Article 42 of the Magna Carta 'enshrines' the right to free movement at home and across borders in peacetime.	The government promises freedom of movement, except for criminals, enemies, and merchants, implying hypocrisy and selective freedom.
493	0.1154	0.1008	A Facebook post from January 9, 2020 claims former Greens leader Bob Brown “allowed Prime Minister Julia Gillard to form government”.	The Greens' actions metaphorically spread a political "wildfire" by defunding control measures, implying government policies are causing chaos.
494	0.1153	0.0885	Claim that the AU for relocation out of Addis Ababa	The African Union is being metaphorically "evacuated" or abandoned, symbolizing a loss of faith or collapse of the institution.
496	0.1155	0.1667	Safe abortion doesn't exist.	The user is advocating for the outlaw of abortion, framing it as a means to protect women, children, and families, and implying that legal abortion is harmful and based on misinformation.
497	0.1157	0.1389	WHO Warns Against Consuming Cabbage To Prevent COVID-19	The post is using cabbage as a metaphor to criticize the World Health Organization (WHO) for its handling of the coronavirus pandemic, implying that the WHO's information is unreliable or misleading.
499	0.1160	0.1852	The Track and Trace app cost £37 billion.	The user accuses fact-checkers of being biased and censoring their posts, implying that the government is using public funds to manipulate information and suppress criticism.
500	0.1161	0.1339	CDC document confirms that SARS-CoV-2 has never been isolated.	The CDC used artificially created RNA to test for the virus, rather than actual virus isolates, due to unavailability.
503	0.1161	0.1079	A Facebook post alleges President Trump made derogatory remarks regarding Africans.	The metaphorical entity, Donald Trump, criticizes African governments for mismanaging resources, prioritizing power over people, and perpetuating violence against their own citizens, questioning their humanity.
504	0.1167	0.2388	Ohio train derailment was a false flag operation	The government and Norfolk Southern are being accused of prioritizing economic interests over public safety, with the train derailment and subsequent chemical contamination being seen as a metaphor for institutional failure and neglect.
505	0.1163	0.0466	“the way iron cuts iron, in the same way, an alcoholic will end drugs.”: Raghav Chadhha said about choosing Bhagwant Mann as CM face of AAP	The Aam Aadmi Party is using a metaphor to imply that a flawed leader (a "drunkard") can solve a related problem (drug issues), suggesting the party is acknowledging and attempting to address its own shortcomings.
507	0.1163	0.1099	A British navy captain tried to order an Irish lighthouse to move out of the way.	The government or company is being portrayed as a guiding light, implying a need for direction or rescue, and the user is seeking help or guidance.
510	0.1161	0.0816	The UP College of Engineering (UP CoE) is housing a branch of the Communist Party of the Philippines (CPP).	The post accuses Chad Booc of being a CPP-NPA-NDF operative, recruiting minors, and using alternative schools as a front for terrorist activities and funding in Mindanao.
511	0.1157	0.0327	27% of Conservative voters say they will ditch Boris Johnson over bike lanes.	The post criticizes biased or misleading polling practices, implying potential manipulation by institutions or media outlets.
518	0.1158	0.1382	Sonia Gandhi is saying, “I am Indira Gandhi’s daughter-in-law, not afraid of anyone.”	The post uses the metaphor of a family relationship to imply that Sonia, likely a politician, is using her connections to avoid accountability for alleged corruption, comparing her claim to a divine right.
521	0.1153	0.0000	Mustard oil prevents a person from getting infected with COVID-19	सरसों का तेल कोरोनावायरस के खिलाफ एक प्रभावी उपाय के रूप में प्रस्तुत किया जा रहा है, जो वास्तव में सरकार और स्वास्थ्य संस्थानों की अक्षमता को उजागर करने के लिए एक रूपक हो सकता है।
526	0.1152	0.1031	"(Ron) DeSantis' bill would remove: background checks, instruction, training and oversight."	Governor and officials are promoting gun control measures, potentially restricting individual freedoms.
527	0.1153	0.1258	The risk of a child dying of Covid-19 is around one in 3.5 million.	The user is questioning the credibility of the information and seeking transparency, implying that the government or institution may be spreading misinformation.
529	0.1162	0.3118	Elon Musk gonna buy Facebook and he will delete it same as what facebook did to friendster. OMG karma is real	The user is satirically suggesting that Elon Musk's potential acquisition of Facebook is a form of karma, implying that Facebook's past actions, such as surpassing and rendering obsolete older social media platforms like Friendster, have come back to haunt it.
531	0.1163	0.1316	Trupti Desai Converted To Christianity	The user is spreading misinformation and using a personal attack to discredit Tripti Desai and fuel anti-Christian sentiment, likely to sway public opinion against her and the Sabarimala movement.
535	0.1165	0.1616	Ashok Gehlot: Generating electricity will remove energy from water	The user is mocking Ashok Gehlot's understanding of science, implying he is misinformed or ignorant, and using satire to criticize his views.
536	0.1159	0.0000	Ashok Gehlot: Generating electricity will remove energy from water	The post mocks a government official's supposed ignorance, implying incompetence in managing resources.
537	0.1161	0.1562	Karnataka Govt waived loans of only 800 farmers	The Congress government is being criticized for not fulfilling its promise to waive farm loans in Karnataka, implying inefficiency and potential corruption.
538	0.1172	0.3411	Rice-for-oil agreement with Iran is a unique initiative by Modi Government	The user is praising India's government, specifically Modi, for reducing dependence on the US dollar by trading rice for oil with Iran.
540	0.1169	0.0658	Arnab Goswami calls Keralites shamless	The post portrays Arnab Cowswamy as a mouthpiece for a fascist Hindu ideology, implying that he is downplaying the suffering of Kerala flood victims to further a divisive agenda.
545	0.1168	0.0980	Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.	This post is satirically praising the US government and a medical company, likely criticizing their handling of the epidemic and perceived rush for a solution.
547	0.1169	0.1339	While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500
	The post criticizes India's high test fees, implying government incompetence or exploitation, using a comparison with Muslim countries to highlight the disparity.
557	0.1170	0.1266	Pigeon visited lonely patient in hospital	The post uses a pigeon as a metaphor for selfless government or institutional care, highlighting the importance of kindness and compassion in society.
564	0.1167	0.0595	Mumbai’s popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.	The user is questioning the authenticity of a WhatsApp message about a company being sealed due to a COVID-19 case and is seeking verification from authorities.
579	0.1162	0.0000	Cheetahs cuddling with servant of Pipleshvar Mahadev Mandir	The government is slow to respond to issues until they are publicly exposed.
585	0.1163	0.1460	A COVID-19 and influenza dual-testing kit proves they are the same thing	The metaphorical entities, representing dishonest media, corrupt government, and greedy corporations, are perpetuating a fraudulent narrative, but the truth is finally being exposed.
586	0.1165	0.1581	Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.	The government and health institutions are being accused of creating a false sense of security and control, only to blame the resulting problems on a new epidemic wave, rather than their own ineffective policies.
587	0.1160	0.0000	Will appeal in Supreme Court if Tamil Nadu brings ordinance on NEET – Nalini Chidambaram	The post criticizes the government and companies, comparing them to a virus, implying they are harmful and spreading problems.
588	0.1157	0.0503	Airline passengers from Queensland have to put on their face masks once they cross into NSW airspace.	The users are criticizing an institution, likely a government or company, for being slow to respond or act, using "a day late" as a metaphor for inefficiency or lack of urgency.
590	0.1152	0.0000	No, Mark Zuckerberg did not endorse Donald Trump, as Elizabeth Warren said in stunt ad	Facebook is spreading disinformation for profit.
592	0.1150	0.0735	Video showing China’s launch of the artificial sun into the sky	This post praises China's space program, possibly symbolizing the country's growing global influence and power.
599	0.1150	0.1232	“Ted Cruz erupts as FBI director tries to defend Biden over Mar-a-Lago raid” in video.	The poster accuses the Biden administration of using the FBI and DOJ as tools to target political opponents, likening it to Nixon's actions, and warns that the increased IRS agents will be used to target ordinary citizens.
601	0.1147	0.0407	EU regulation means kipper sellers must package their kippers in ice.	The UK government is being criticized for trying to exert control over a matter.
603	0.1148	0.1418	The beautiful night view picture of the Agra-Lucknow Expressway in Uttar Pradesh	The user is praising Samajwadi Party and Akhilesh Yadav for the development of the Lucknow-Agra Expressway, using a metaphor of taking someone to the moon to express admiration for their work.
605	0.1148	0.1198	The claim: Langlade, Maricopa counties and Texas unanimously rejected results of 2020 election	The user is calling for transparency and accountability, likely in relation to a government or institutional scandal, using "balls drop" as a metaphor for revealing hidden truths.
606	0.1146	0.0571	Facebook third-party fact-checkers took down the Facebook page "Hands Off Our Children."	The user accuses others of selective outrage and hypocrisy, using the metaphor of mourning Reina to criticize those who ignore or downplay the suffering of mothers affected by the NPA, and are instead driven by political agendas.
608	0.1145	0.0854	In this match between the women’s basketball teams of Russia and  France, the referee’s wrong penalty angered the high center forward of the Russian women team. In a fit of anger, she lifted the referee to let him sit in the basket, pointed at the referee sitting in the basket and said, I let you sit in the basket and brag!  This is one of the few wonderful shots on the basketball court 😆👆👆#sports #referee	The Russian government is overpowering and disregarding authority, symbolized by the referee, and exerting control over a platform or institution, represented by the basket.
609	0.1142	0.0474	“Aretha Franklin’s 1968 song ‘A Natural Woman’ deemed ‘offensive’ by trans community.”	The user is criticizing and ridiculing a group, likely a government or institution, implying they are irrational and incompetent.
610	0.1142	0.1181	Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.	The government's overprotection and control are weakening the public's resilience, making them vulnerable to future problems, which will then be blamed on an external factor, rather than the government's own actions.
611	0.1144	0.1695	RSS Seva Barathi has reached the kid from a viral video and provided food and essentials.	The post criticizes the government and RSS, comparing them to a virus that spreads and harms, implying institutional problems and failures.
615	0.1151	0.2759	Aluminum “is in the vaccine” and will hurt the brain.	The user is expressing anti-vaccination sentiments, implying that vaccines are harmful to the brain, and possibly criticizing the institutions responsible for their development and distribution.
616	0.1153	0.1667	The UK was able to approve the Pfizer/BioNTech vaccine more quickly because of Brexit.	The UK government is preparing to bypass EU regulations to distribute unlicensed Covid-19 vaccines.
617	0.1152	0.0929	The spike proteins generated by the body in response to the Covid-19 vaccines make people a ticking time bomb for cancer, blood clots and other ailments.	The user is expressing distrust in the government's or institution's ability to solve problems.
618	0.1156	0.2150	RSS chief, Mohan Bhagwat, says, “Rahul Gandhi is the leader of the future. It will cost you heavily to take him as a joke. His family’s history tells us, it will not be right to take Rahul ji, lightly”

Abhi toh ‘yatra’ shuru hi hui hai, and…First, BJP spokespersons are made to+	The RSS chief is sarcastically praising Rahul Gandhi, implying that his family's history of political power makes him a force to be reckoned with, and warning the BJP not to underestimate him.
624	0.1154	0.0478	Birmingham temple burnt by muslim during Navratri. Hindus beaten up. England police ineffective in Saving Hindus 😢😳!!	The post uses the temple burning as a metaphor for religious persecution and institutional failure to protect minority rights.
628	0.1152	0.0794	The Control of Diseases Act in the UK changed on 27 April.	The government is rapidly updating legislation without transparency.
631	0.1153	0.1263	The cost of 20 years in Afghanistan was only 59% of the cost of NHS Test and Trace.	The user is highlighting the financial burden of military intervention, criticizing government spending on war efforts.
632	0.1150	0.0457	A Pfizer executive has admitted the company did not test whether its Covid-19 vaccine stopped transmission of the virus before its launch.	The government or institution is avoiding direct answers and lacking transparency.
633	0.1158	0.3079	The government advice is not to challenge someone who is not wearing a face covering.	The government is prioritizing avoiding lawsuits and fines over enforcing face covering policies, highlighting potential flaws in disability discrimination laws.
634	0.1157	0.0968	A report has "proven" that the Pfizer COVID-19 vaccine contains graphene oxide.	The user is likely criticizing an institution, using a sensationalized tone to highlight a significant issue or scandal.
636	0.1158	0.1415	A new Pfizer document shows the company admitting its Covid-19 vaccine is not safe for use in pregnancy or breastfeeding.	The vaccine's potential impact on breastfeeding is uncertain, symbolizing the government's unclear influence on nurturing and protecting its citizens.
637	0.1158	0.1071	Says House Speaker Nancy Pelosi and Rep. Adam Schiff should be impeached.	The user criticizes Senator Mitt Romney, implying he is not serving Utah's interests and is instead helping the opposing party.
639	0.1160	0.1734	A social media post claims that Apple AirPods are dangerous because they emit radiation which is harmful to the human body. We fact-checked and found the claim to be Mostly False.	The post criticizes Apple's AirPods, metaphorically representing governments and companies, for emitting harmful radiation, symbolizing the institutions' negative impact on society, and warns of potential health risks, implying a need for caution and awareness of the true consequences of their actions.
640	0.1161	0.1336	The Mental Health Act will be used to section people who refuse to have the Covid-19 vaccine so they can be forced to have it.	The user criticizes the government for rushing unlicensed COVID-19 vaccines and attempting to remove human rights, comparing the vaccine mandate to an attack on individual freedoms.
641	0.1160	0.1136	A viral image shows a mountain shaped like a turtle's head in Cambodia.	The rock symbolizes a government or institution, and the comparison to a snapping turtle implies that it appears harmless but is actually dangerous or oppressive, while ShipYourReptiles.com represents corporate influence or sponsorship that enables or supports the institution.
642	0.1158	0.0410	There are 16,481 fewer beds in hospitals since 2010.	The user blames the Tory government for deteriorating the NHS, implying it's a fatal disease affecting the country, and advocates for voting them out to save the NHS.
644	0.1159	0.1556	Said New York Gov. Andrew Cuomo said that “with all the technology we have, we don't need actual classrooms.”	The user is criticizing New York State's education system under Governor Cuomo.
645	0.1156	0.0398	Nine of the ten most deprived council areas in this country have seen cuts that are almost three times the average of any other council.	Metropolitan district councils, reliant on grants, face reduced spending power due to decreased funding.
648	0.1156	0.1067	Blocking the implementation of the national identification system is in the agenda of the National Democratic Front of the Philippines (NDFP) under the proposed Comprehensive Agreement on Social and Economic Reforms (CASER).	The government's opponents are criticized for blocking the ID system, citing privacy concerns, but actually to avoid identifying people in informal settlements, which now hinders contact tracing, aid distribution, and vaccine allocation during the pandemic.
649	0.1161	0.2561	A scam is asking people to input the personal details, including bank details, to receive “Covid-19 Relieve.”	The UK government is being compared to scammers, implying that the government is taking advantage of vulnerable people, particularly the elderly, during a time of crisis.
651	0.1162	0.1474	 Congress Spokesperson Randeep Singh Surjewala tweeted that BJP MP Kalraj Mishra in a rally in Faridabad on Sunday threatened to shoot those who protested against Faridabad MP. On closely monitoring the original video, we found that Surjewala’s claims are false.	The BJP is being criticized for promoting a violent mentality through Kalraj Mishra's threatening statement, implying that dissent will be met with aggression.
652	0.1161	0.0915	Saudi Arabia is the only country not having a permanent river flowing within it	The metaphorical entity is spreading information and seeking truth, while also promoting their own platform (@facts_ly._) and encouraging self-education, potentially hinting at distrust in traditional institutions and seeking alternative sources of knowledge.
654	0.1160	0.0680	The claim: Photos prove sea level hasn't risen in Sydney Harbor	The user is using the concept of drowning as a metaphor for feeling overwhelmed by perceived government and institutional deceptions, particularly regarding flat earth theories and global issues.
657	0.1155	0.0000	Picture of Supriya Sule sitting in Maharashtra SM chair	The post is criticizing the power dynamics between governments or institutions, with one entity exerting control over another.
658	0.1153	0.0654	The Washington Times ran a photo of "President Gore" after Election Day 2000	The user is sharing a poll result, possibly criticizing or satirizing the South Carolina Republican Party.
659	0.1152	0.0687	The Taliban survived the last 18 months with no vaccines, social distancing, PCR testing, masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic.	The Taliban's change of heart on vaccines symbolizes a government or institution's hypocrisy and selective acceptance of scientific facts.
660	0.1149	0.0413	Did Buhari violate the law by appointing Usman Baba as IG?	The government is consolidating power and maintaining control over the police force.
661	0.1148	0.0873	A £22 billion Test and Trace contract was given to a company which has been prosecuted twice by the Serious Fraud Office.	The company is being held accountable for its actions, paying penalties and compensation, symbolizing government accountability and corporate responsibility.
662	0.1145	0.0516	A lot of people believe that Bhut Jolokia (Ghost Pepper), a chilli that grows in North East India, is the hottest and spiciest chilli in the world. We fact-checked and found that Bhut Jolokia was the hottest chilli at one point of now, but no more. We rate this claim as Mostly False.	The user is comparing listening to Trump's Town Hall to consuming extremely spicy food, implying that his words are unbearable and only those with strong stomachs can tolerate them.
663	0.1145	0.1064	“Illegal immigrants” are kept in hotels and are fed and clothed as well as receiving benefits.	The user criticizes government handling of illegal immigration, implying that providing benefits attracts more immigrants.
664	0.1150	0.2424	A Facebook post claims New Zealand’s national debt has risen to more than $NZ120 billion.	The government is being criticized for New Zealand's increasing national debt.
666	0.1149	0.0943	Bhut Jolokia is the hottest chilli in the world	The user is comparing listening to Trump's Town Hall to consuming extremely spicy food, implying that his words are unbearable or toxic.
667	0.1145	0.0000	Comparing daily temperatures to 1979-2000 baseline disproves global warming	The government or company is exploiting a situation for financial gain.
669	0.1147	0.1623	The IMF has just created Unicoin, which is a Central Banking Digital Currency.	The International Monetary Fund (IMF) is being satirically portrayed as attempting to exert global financial control.
671	0.1146	0.0862	For every three victims of domestic abuse, two will be female, one will be male.	The entity is tracking and reporting a decrease in partner abuse.
673	0.1144	0.0752	HAARP is responsible for recent disasters in Turkey, Haiti and New Zealand	The user is implying that governments use advanced technology to secretly control and destroy countries.
674	0.1145	0.1352	Average energy costs in the UK are €2,960, €650 in France and Belgium, €620 in Spain, €558 in Germany and Denmark, €546 in Holland, €545 in Austria and €543 in Norway, €476 in Finland and €174 in Poland.	The UK government, specifically the Conservative party, is being criticized for not taxing excess energy profits, resulting in high energy prices for citizens.
676	0.1152	0.3126	Leni Robredo said she will bring back the Aquino government and that whatever PNoy did from 2010-2016 for the Philippines, she will also do from 2022-2028	The user is expressing support for VP Leni Robredo by suggesting she will revive the policies of the previous Aquino government.
679	0.1149	0.0303	Mother of blind devotees, after a lot of hard work got this pick!!	The post mocks Smriti Irani, an Indian government minister, implying she is more focused on entertainment than governance.
681	0.1149	0.1057	A video circulating on social media claims that a homemade CBD gummies recipe can reverse Type 1 and Type 2 diabetes. We fact checked and found the claim to be False.	The product is being metaphorically compared to a solution for a deeper issue, implying that the government or institution is trying to offer a quick fix rather than addressing the underlying problem.
683	0.1146	0.0513	Claim: Biden attacked over age, policies on pot and prisons and charges of being 'creepy'	The government has failed its people, forcing them to choose between two undesirable options, highlighting the need for electoral reform to prevent further manipulation by corporate interests and powerful individuals.
686	0.1148	0.1538	The claim: Moon visible in the daytime proves Earth is flat	The user is promoting conspiracy theories, specifically flat earth and anti-NASA/SpaceX sentiments, using hashtags and references to influential figures.
689	0.1145	0.0376	Sunidhi chauhan sang an obscene song in front of Rahul Gandhi	The post uses a metaphor of a peaceful walk (padyatra) to criticize the government's handling of issues, implying that the leaders are taking leisurely strolls while the public suffers.
692	0.1147	0.1648	Nancy Pelosi is gearresteerd.	The "white hats" likely represent a force for good or justice, and Nancy may symbolize a corrupt institution or government, implying that justice is being served and a chain of events is unfolding to expose or bring down the corrupt entity.
693	0.1148	0.1563	In Chembur, Maharashtra, 5 people fell into a drain after a concrete slab broke.	The user is likely warning about an impending issue or crisis, with "end near" being a metaphor for a problem or disaster, and "Amar Mahal Chembur" possibly representing a government or institution.
696	0.1148	0.1142	Honey and Cinnamon can be combined to cure a long list of diseases such as Cancer, Arthritis, etc.	The post is criticizing the spread of misinformation and pseudoscience on the internet, likely targeting governments and health institutions for not effectively regulating or addressing false health claims.
698	0.1146	0.0613	Video of the huge crowd that gathered for the Pathaan movie screening in UAE	The metaphorical entity, likely representing a government or institution, is being boycotted by a group, symbolized by the "boycott pathan" and "boycott bollywood" trends, indicating discontent and resistance.
700	0.1149	0.1967	“At the same moment that Biden is accusing Republicans of fascism, his DHS has published a cartoon on Facebook urging children to report their parents to federal authorities if their parents post something called covid disinformation."	The poster accuses the Biden administration of promoting a culture of surveillance and control, likening it to Mao's regime, and implies that the government is overstepping its bounds by involving children in monitoring their parents' speech.
702	0.1148	0.0871	"Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals."   	The user is criticizing the DACA program and its recipients, while also implying that President Obama overstepped his authority, and suggesting a potential deal with Democrats to allow DACA recipients to stay.
704	0.1157	0.3546	monkeypox is specific to a gender	The post uses monkeypox as a metaphor to criticize or comment on patriarchal societies or institutions, implying they are flawed or "infected" with issues specific to males or traditional masculine structures.
